comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
-1,-1,100,100,1:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106475,2,,,,,,184,,,,,12805,2022-10-06 19:01:52
-1,-1,100,100,2:58,0,-1,-1,-1,-1,-1,-1,-1,75,100,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106438,3,,,,,,147,,,,,12805,2022-10-06 19:04:52
-1,-1,100,100,4:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106350,1,,,,,,59,,,,,12805,2022-10-06 19:09:12
Only the last part of the horoscope deals with the theme,-1,100,100,1:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106408,3,,,,,,117,,,,,12805,2022-10-06 19:10:49
-1,-1,100,100,14:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106509,2,,,,,,218,,,,,12807,2022-10-06 19:12:48
-1,-1,100,100,3:44,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106351,1,,,,,,60,,,,,12805,2022-10-06 19:14:35
-1,-1,100,100,1:12,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106476,2,,,,,,185,,,,,12805,2022-10-06 19:15:48
-1,-1,100,100,1:44,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106497,2,,,,,,206,,,,,12805,2022-10-06 19:17:33
-1,-1,100,100,1:17,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106401,3,,,,,,110,,,,,12805,2022-10-06 19:18:52
-1,-1,100,100,2:17,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106341,1,,,,,,50,,,,,12805,2022-10-06 19:21:11
-1,-1,100,100,8:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106341,1,,,,,,50,,,,,12807,2022-10-06 19:21:25
-1,-1,100,100,4:15,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106331,1,,,,,,40,,,,,12805,2022-10-06 19:25:27
-1,-1,100,100,10:44,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106463,2,,,,,,172,,,,,12807,2022-10-06 19:32:11
-1,-1,100,100,7:15,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106382,3,,,,,,91,,,,,12805,2022-10-06 19:32:43
-1,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106513,2,,,,,,222,,,,,12805,2022-10-06 19:34:26
-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106498,2,,,,,,207,,,,,12805,2022-10-06 19:35:05
-1,-1,100,100,8:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106405,3,,,,,,114,,,,,12807,2022-10-06 19:41:02
-1,-1,100,100,16:12,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106298,1,,,,,,7,,,,,12807,2022-10-06 19:57:16
Only one paragraph (out of three) deals with the theme,-1,100,100,3:21,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106299,1,,,,,,8,,,,,12805,2022-10-06 20:05:13
-1,-1,100,100,0:57,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106414,3,,,,,,123,,,,,12805,2022-10-06 20:06:11
-1,-1,100,100,2:44,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106377,3,,,,,,86,,,,,12805,2022-10-06 20:08:57
-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106488,2,,,,,,197,,,,,12805,2022-10-06 20:09:32
-1,-1,100,75,4:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106357,1,,,,,,66,,,,,12807,2022-10-06 20:10:31
-1,-1,100,100,1:44,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106323,1,,,,,,32,,,,,12805,2022-10-06 20:11:25
-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106450,2,,,,,,159,,,,,12805,2022-10-06 20:12:03
Unrealistic predictions made: &quot;You&#039;ll meet a lot of people... hundreds of them will have an opinion about your worth&quot,-1,100,100,2:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106423,3,,,,,,132,,,,,12805,2022-10-06 20:14:58
-1,-1,100,100,1:51,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106335,1,,,,,,44,,,,,12805,2022-10-06 20:16:50
-1,-1,100,100,0:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106397,3,,,,,,106,,,,,12805,2022-10-06 20:17:45
-1,-1,100,100,0:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106360,1,,,,,,69,,,,,12805,2022-10-06 20:18:44
-1,-1,100,100,0:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106473,2,,,,,,182,,,,,12805,2022-10-06 20:19:42
-1,-1,75,75,9:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106409,3,,,,,,118,,,,,12807,2022-10-06 20:20:05
-1,-1,100,100,3:52,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106347,1,,,,,,56,,,,,12805,2022-10-06 20:23:41
-1,-1,100,100,4:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106446,2,,,,,,155,,,,,12807,2022-10-06 20:24:20
-1,-1,100,100,1:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106514,2,,,,,,223,,,,,12805,2022-10-06 20:24:51
-1,-1,100,100,6:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106443,2,,,,,,152,,,,,12807,2022-10-06 20:31:11
-1,-1,100,100,9:0,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106440,3,,,,,,149,,,,,12807,2022-10-06 20:40:13
-1,-1,100,100,1:4,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106409,3,,,,,,118,,,,,12805,2022-10-06 20:42:25
-1,-1,100,100,0:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106504,2,,,,,,213,,,,,12805,2022-10-06 20:43:00
-1,-1,100,75,9:23,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106353,1,,,,,,62,,,,,12807,2022-10-06 20:49:45
-1,-1,100,100,9:32,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106327,1,,,,,,36,,,,,12805,2022-10-06 20:52:33
-1,-1,100,100,1:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106392,3,,,,,,101,,,,,12805,2022-10-06 20:54:27
-1,-1,100,100,2:19,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106413,3,,,,,,122,,,,,12805,2022-10-06 20:56:48
-1,-1,100,100,6:7,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106460,2,,,,,,169,,,,,12805,2022-10-06 21:02:57
-1,-1,100,100,1:9,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106352,1,,,,,,61,,,,,12805,2022-10-06 21:04:08
-1,-1,100,100,0:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106501,2,,,,,,210,,,,,12805,2022-10-06 21:04:48
-1,-1,100,100,2:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106317,1,,,,,,26,,,,,12805,2022-10-06 21:07:16
-1,-1,100,100,1:24,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106396,3,,,,,,105,,,,,12805,2022-10-06 21:08:41
-1,-1,100,100,1:37,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106422,3,,,,,,131,,,,,12805,2022-10-06 21:10:20
-1,-1,100,100,0:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106485,2,,,,,,194,,,,,12805,2022-10-06 21:10:47
The zodiac sign is not mentioned,-1,100,100,11:10,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106365,1,,,,,,74,,,,,12805,2022-10-06 21:21:59
-1,-1,100,100,0:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106445,2,,,,,,154,,,,,12805,2022-10-06 21:22:36
-1,-1,100,100,1:34,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106294,1,,,,,,3,,,,,12805,2022-10-06 21:24:12
-1,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,106386,3,,,,,,95,,,,,12805,2022-10-06 21:25:55
-1,-1,100,100,1:15,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106368,3,,,,,,77,,,,,12805,2022-10-06 21:27:12
-1,-1,100,100,1:45,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106334,1,,,,,,43,,,,,12805,2022-10-06 21:29:27
-1,-1,100,100,0:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106516,2,,,,,,225,,,,,12805,2022-10-06 21:30:07
-1,-1,100,100,2:35,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106416,3,,,,,,125,,,,,12805,2022-10-06 21:32:44
-1,-1,100,100,2:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106314,1,,,,,,23,,,,,12805,2022-10-06 21:35:36
-1,-1,100,100,1:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106456,2,,,,,,165,,,,,12805,2022-10-06 21:36:57
-1,-1,100,100,2:17,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106478,2,,,,,,187,,,,,12805,2022-10-06 21:39:15
-1,-1,100,100,3:5,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106400,3,,,,,,109,,,,,12805,2022-10-06 21:42:22
-1,-1,100,100,2:38,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106355,1,,,,,,64,,,,,12805,2022-10-06 21:45:12
-1,-1,100,100,0:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106390,3,,,,,,99,,,,,12805,2022-10-06 21:46:03
-1,-1,100,100,1:15,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106470,2,,,,,,179,,,,,12805,2022-10-06 21:47:19
The zodiac sign is not addressed in the horoscope,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106361,1,,,,,,70,,,,,12805,2022-10-06 21:49:07
-1,-1,100,100,0:23,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106458,2,,,,,,167,,,,,12805,2022-10-06 21:49:36
-1,-1,75,100,3:46,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106419,3,,,,,,128,,,,,12805,2022-10-06 22:01:48
-1,-1,100,100,3:9,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106330,1,,,,,,39,,,,,12805,2022-10-06 22:17:48
-1,-1,100,100,1:44,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106332,1,,,,,,41,,,,,12805,2022-10-06 22:19:34
-1,-1,100,100,1:5,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106369,3,,,,,,78,,,,,12805,2022-10-06 22:20:40
-1,-1,100,100,0:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106515,2,,,,,,224,,,,,12805,2022-10-06 22:21:17
-1,-1,75,100,1:41,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106324,1,,,,,,33,,,,,12805,2022-10-06 22:23:04
-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106477,2,,,,,,186,,,,,12805,2022-10-06 22:23:57
-1,-1,100,100,4:6,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106435,3,,,,,,144,,,,,12805,2022-10-06 22:28:04
-1,-1,100,100,0:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106399,3,,,,,,108,,,,,12805,2022-10-06 22:28:52
-1,-1,100,100,0:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106448,2,,,,,,157,,,,,12805,2022-10-06 22:29:25
-1,-1,100,100,0:50,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106357,1,,,,,,66,,,,,12805,2022-10-06 22:30:30
-1,-1,100,100,2:14,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106339,1,,,,,,48,,,,,12805,2022-10-06 22:32:50
-1,-1,100,100,2:45,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106425,3,,,,,,134,,,,,12805,2022-10-06 22:35:37
-1,-1,100,100,0:58,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106471,2,,,,,,180,,,,,12805,2022-10-06 22:36:36
-1,-1,100,100,2:0,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106373,3,,,,,,82,,,,,12805,2022-10-06 22:38:37
-1,-1,100,100,0:39,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106480,2,,,,,,189,,,,,12805,2022-10-06 22:39:17
-1,-1,75,100,4:43,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106295,1,,,,,,4,,,,,12805,2022-10-06 22:44:08
-1,-1,100,100,0:52,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106436,3,,,,,,145,,,,,12805,2022-10-06 22:45:02
-1,-1,100,100,12:4,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106491,2,,,,,,200,,,,,12805,2022-10-06 22:57:08
-1,-1,100,75,1:18,0,-1,-1,-1,-1,-1,-1,-1,75,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106325,1,,,,,,34,,,,,12805,2022-10-06 22:58:43
-1,-1,100,100,0:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106447,2,,,,,,156,,,,,12805,2022-10-06 22:59:37
-1,-1,75,100,1:56,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106344,1,,,,,,53,,,,,12805,2022-10-06 23:01:34
Wrong zodiac sign is explored,-1,75,100,2:38,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106404,3,,,,,,113,,,,,12805,2022-10-06 23:04:14
Thema verfehlt. Es  sollte work sein,-1,75,75,17:2,1,-1,-1,-1,-1,-1,-1,-1,0,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106302,1,,,,,,11,,,,,12806,2022-10-07 17:45:11
Gut formuliert;  dem Thema entsprechend eine passende Wortwahl genutzt,-1,100,100,10:5,1,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106483,2,,,,,,192,,,,,12806,2022-10-07 17:55:17
Wiederholung: when to go on dates and where to go on dates Text ist geteilt&comma; nur der 2. Teil betrifft das geforderte Sternzeichen (Taurus). Der 1. Teil zu aries,-1,100,50,18:57,1,-1,-1,-1,-1,-1,-1,-1,50,50,100,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,106415,3,,,,,,124,,,,,12806,2022-10-07 18:14:21
-1,-1,75,75,12:40,1,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106354,1,,,,,,63,,,,,12806,2022-10-07 18:27:02
-1,-1,100,75,8:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106453,2,,,,,,162,,,,,12806,2022-10-07 18:35:58
Aussageabsicht des Textes nicht gut nachvollziehbar. Teilweise zu lange Sätze.  Es wird mehrfach versch. Sternenkonstellationen (neben dem&comma; das bei  „Input“ steht ) und Planeten genannt&comma;  die das Textverständnis erschweren bis hin zu irritieren,-1,50,50,22:49,0,-1,-1,-1,-1,-1,-1,-1,75,50,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106315,1,,,,,,24,,,,,12806,2022-10-07 18:58:49
Durch Verweise auf andere Sternenkonstellationen  u. Sternzeichen unübersichtlich,-1,75,50,11:37,0,-1,-1,-1,-1,-1,-1,-1,50,50,70,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106381,3,,,,,,90,,,,,12806,2022-10-07 19:10:27
Thema des Textes eher soziales Umfeld,-1,75,75,11:33,0,-1,-1,-1,-1,-1,-1,-1,25,75,70,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106378,3,,,,,,87,,,,,12806,2022-10-07 19:22:02
Es werden eigentlich fast nur Sonntag und Montag thematisiert.Gute Wortwahl und gut formuliert,-1,75,100,23:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106343,1,,,,,,52,,,,,12806,2022-10-07 19:45:12
-1,-1,100,75,11:22,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106442,2,,,,,,151,,,,,12806,2022-10-07 19:56:35
Thema wäre eher Freizeit ,-1,100,75,12:4,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106362,1,,,,,,71,,,,,12806,2022-10-07 20:08:41
-1,-1,100,100,0:46,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106472,2,,,,,,181,,,,,12805,2022-10-07 20:19:12
Mit Überschrift,-1,100,75,7:6,1,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106441,3,,,,,,150,,,,,12806,2022-10-07 20:21:19
-1,-1,100,100,3:42,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106441,3,,,,,,150,,,,,12805,2022-10-07 20:22:56
Gute Wortwahl,-1,100,100,6:31,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106506,2,,,,,,215,,,,,12806,2022-10-07 20:28:09
-1,-1,100,100,7:36,1,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106326,1,,,,,,35,,,,,12805,2022-10-07 20:30:34
-1,-1,100,75,7:48,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106468,2,,,,,,177,,,,,12806,2022-10-07 20:35:58
The text reads more like a fortune telling than astrology,-1,100,100,4:19,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106426,3,,,,,,135,,,,,12805,2022-10-07 20:41:28
-1,-1,100,100,0:51,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106455,2,,,,,,164,,,,,12805,2022-10-07 20:42:20
Kommentierende Instanz bezeichnet sich als „I“,-1,75,75,6:23,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106426,3,,,,,,135,,,,,12806,2022-10-07 20:42:28
Gut formuliert;  dem Thema entsprechend eine passende und gute Wortwahl genutzt,-1,100,100,11:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106333,1,,,,,,42,,,,,12806,2022-10-07 20:54:05
dem Thema entsprechend eine passende Wortwahl genutzt,-1,100,50,10:28,0,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106497,2,,,,,,206,,,,,12806,2022-10-07 21:04:39
-1,-1,100,75,9:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106360,1,,,,,,69,,,,,12806,2022-10-07 21:14:16
-1,-1,75,75,9:43,0,-1,-1,-1,-1,-1,-1,-1,100,25,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106397,3,,,,,,106,,,,,12806,2022-10-07 21:24:06
-1,-1,100,75,5:40,0,-1,-1,-1,-1,-1,-1,-1,100,75,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106416,3,,,,,,125,,,,,12806,2022-10-07 21:29:47
-1,-1,100,50,7:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106464,2,,,,,,173,,,,,12806,2022-10-07 21:36:58
Text endet mit: Trust me,-1,100,75,7:31,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106357,1,,,,,,66,,,,,12806,2022-10-07 21:44:55
-1,-1,100,100,8:9,0,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106470,2,,,,,,179,,,,,12806,2022-10-07 21:53:08
Inhalt wird im Text explizit als  zutreffend für Liebe und/ oder Geld ausgewiesen.Eine lebendige Sprache  wird genutzt,-1,100,100,11:38,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106329,1,,,,,,38,,,,,12806,2022-10-07 22:04:50
Teilweise auch work thematisiert.Zu lange Sätze,-1,75,50,16:29,0,-1,-1,-1,-1,-1,-1,-1,50,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106420,3,,,,,,129,,,,,12806,2022-10-07 22:21:34
-1,-1,100,100,2:38,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106297,1,,,,,,6,,,,,12805,2022-10-10 16:02:51
-1,-1,100,100,1:13,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106466,2,,,,,,175,,,,,12805,2022-10-10 16:04:06
-1,-1,75,100,2:3,1,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106301,1,,,,,,10,,,,,12805,2022-10-10 16:15:31
-1,-1,75,50,4:33,1,-1,-1,-1,-1,-1,-1,-1,50,75,70,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106374,3,,,,,,83,,,,,12805,2022-10-10 17:47:33
-1,-1,100,100,0:51,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106459,2,,,,,,168,,,,,12805,2022-10-10 17:48:26
-1,-1,100,100,1:14,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106421,3,,,,,,130,,,,,12805,2022-10-10 17:49:45
Chronological error,-1,75,100,3:9,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106321,1,,,,,,30,,,,,12805,2022-10-10 17:53:18
